172.20.0.1 - - [03/Jul/2025:23:45:15 +0000] "GET /docs HTTP/1.1" 404 5093 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.073 uct="0.000" uht="0.063" urt="0.072"
172.20.0.1 - - [03/Jul/2025:23:45:45 +0000] "GET /_next/webpack-hmr HTTP/1.1" 101 455 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=30.030 uct="0.000" uht="0.001" urt="30.030"
172.18.0.1 - - [03/Jul/2025:23:51:08 +0000] "GET / HTTP/1.1" 499 0 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=3.450 uct="0.000" uht="-" urt="3.449"
172.18.0.1 - - [03/Jul/2025:23:51:11 +0000] "GET / HTTP/1.1" 200 4136 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.058 uct="0.000" uht="0.046" urt="0.058"
172.18.0.1 - - [03/Jul/2025:23:51:16 +0000] "GET /_next/webpack-hmr HTTP/1.1" 101 386 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=5.191 uct="0.000" uht="0.002" urt="5.191"
172.18.0.1 - - [03/Jul/2025:23:51:16 +0000] "GET /api/ HTTP/1.1" 200 97 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.001 uct="0.001" uht="0.002" urt="0.002"
172.18.0.1 - - [03/Jul/2025:23:51:21 +0000] "GET /api/docs HTTP/1.1" 404 22 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.001 uct="0.000" uht="0.001" urt="0.001"
172.18.0.1 - - [03/Jul/2025:23:52:58 +0000] "GET /api/api/docs HTTP/1.1" 200 949 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.001 uct="0.000" uht="0.000" urt="0.000"
172.18.0.1 - - [03/Jul/2025:23:52:58 +0000] "GET /api/api/openapi.json HTTP/1.1" 200 493 "http://localhost/api/api/docs" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
172.18.0.1 - - [03/Jul/2025:23:53:26 +0000] "GET /api/api/docs HTTP/1.1" 404 22 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.001 uct="0.000" uht="0.001" urt="0.001"
172.18.0.1 - - [03/Jul/2025:23:53:27 +0000] "GET /favicon.ico HTTP/1.1" 200 275470 "http://localhost/api/api/docs" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=1.279 uct="0.000" uht="1.277" urt="1.278"
